Cuisine 1,Cuisine 2,Item_count,item
southern_us,irish,6,grapes butter domestic eggs salt sugar baking powder
indian,southern_us,2,whole milk soda
italian,southern_us,15,sausage ham citrus fruit grapes berries butter milk frozen meals domestic eggs cat food coffee bottled water soda fruit/vegetable juice waffles hygiene articles
mexican,french,1,canned beer
mexican,vietnamese,4,meat hamburger meat spices coffee
irish,southern_us,1,soda
mexican,british,1,bottled beer
indian,none,2,whole milk yogurt
indian,southern_us,2,chicken whole milk
southern_us,brazilian,1,pip fruit
southern_us,brazilian,4,pork UHT-milk rolls/buns margarine
chinese,mexican,1,oil
indian,southern_us,2,whole milk shopping bags
french,italian,7,pip fruit root vegetables whole milk rolls/buns pastry coffee chocolate
italian,french,3,root vegetables coffee detergent
indian,southern_us,4,ham whole milk curd dessert
italian,french,4,ice cream soda bottled beer chocolate marshmallow
indian,southern_us,4,sausage whole milk brown bread soda
mexican,chinese,1,detergent
southern_us,moroccan,3,oil female sanitary products cling film/bags
italian,french,15,tropical fruit pip fruit grapes ice cream frozen potato products rolls/buns pastry soda misc. beverages salty snack long life bakery product chewing gum specialty bar napkins photo/film
indian,southern_us,1,photo/film
french,vietnamese,2,UHT-milk coffee
mexican,southern_us,3,meat bottled beer shopping bags
brazilian,indian,10,grapes root vegetables whole milk butter whipped/sour cream condensed milk roll products oil bottled water fruit/vegetable juice
southern_us,russian,9,liver loaf tropical fruit pip fruit grapes whole milk curd whipped/sour cream frozen vegetables baking powder
british,italian,6,beef root vegetables other vegetables soda bottled beer hygiene articles
southern_us,italian,11,root vegetables whole milk butter domestic eggs flour oil sugar baking powder white wine specialty chocolate shopping bags
filipino,mexican,4,pork brown bread bottled water fruit/vegetable juice
southern_us,indian,2,butter milk shopping bags
italian,southern_us,3,brown bread specialty chocolate shopping bags
italian,french,6,herbs curd roll products vinegar canned beer newspapers
mexican,chinese,1,newspapers
southern_us,italian,1,brandy
chinese,southern_us,5,pastry sugar bottled beer long life bakery product shopping bags
italian,french,3,beverages soda chocolate
indian,filipino,1,UHT-milk
italian,french,7,cream cheese pasta jam sweet spreads coffee soda chocolate
italian,french,3,rolls/buns liquor red/blush wine
southern_us,italian,1,rolls/buns
southern_us,filipino,2,rolls/buns bottled water
indian,french,4,sausage whole milk brown bread pastry
southern_us,italian,4,hard cheese rolls/buns soda shopping bags
mexican,french,1,canned beer
mexican,french,1,canned beer
greek,italian,7,citrus fruit tropical fruit berries yogurt cream cheese brown bread meat spreads
indian,greek,1,yogurt
indian,greek,5,yogurt beverages rolls/buns fruit/vegetable juice potted plants
mexican,russian,1,salty snack
indian,brazilian,2,tropical fruit frozen vegetables
indian,british,9,citrus fruit other vegetables whole milk butter frozen vegetables rolls/buns brown bread fruit/vegetable juice cleaner
southern_us,italian,1,rolls/buns
russian,french,2,whipped/sour cream salty snack
indian,russian,4,citrus fruit whole milk butter milk whipped/sour cream
french,indian,1,butter milk
indian,spanish,5,other vegetables whole milk soups bottled water bottled beer
mexican,french,1,canned beer
southern_us,mexican,2,soda fruit/vegetable juice
indian,southern_us,2,tropical fruit whole milk
brazilian,irish,5,coffee soda bottled beer liquor (appetizer) bathroom cleaner
indian,spanish,4,ham other vegetables whole milk frozen vegetables
russian,french,1,whipped/sour cream
chinese,indian,8,citrus fruit tropical fruit whole milk rolls/buns bottled water long life bakery product decalcifier newspapers
mexican,southern_us,3,dessert fruit/vegetable juice newspapers
indian,southern_us,2,whole milk rolls/buns
mexican,french,1,canned beer
irish,southern_us,2,rolls/buns soda
southern_us,thai,4,fish dessert yogurt cling film/bags
mexican,korean,5,meat other vegetables rolls/buns fruit/vegetable juice cling film/bags
italian,cajun_creole,2,sausage rolls/buns
southern_us,vietnamese,4,other vegetables oil margarine dishes
italian,none,4,tropical fruit other vegetables waffles napkins
italian,mexican,1,baby cosmetics
italian,french,2,citrus fruit coffee
russian,french,9,tropical fruit root vegetables whole milk yogurt whipped/sour cream domestic eggs rolls/buns margarine bottled water
southern_us,indian,1,spices
italian,indian,7,sausage hamburger meat citrus fruit root vegetables whole milk yogurt rolls/buns
vietnamese,brazilian,4,sausage condensed milk rolls/buns coffee
jamaican,mexican,4,beef other vegetables margarine candles
southern_us,mexican,3,canned beer salty snack shopping bags
mexican,french,1,canned beer
southern_us,italian,4,rolls/buns soda waffles shopping bags
indian,brazilian,4,whole milk beverages bottled water newspapers
italian,french,3,root vegetables brown bread potted plants
indian,greek,1,yogurt
southern_us,moroccan,2,onions shopping bags
korean,italian,6,hamburger meat citrus fruit tropical fruit rolls/buns rice coffee
mexican,chinese,2,napkins dishes
filipino,british,5,other vegetables butter milk UHT-milk brown bread bottled water
indian,russian,7,chicken other vegetables whole milk curd UHT-milk rolls/buns newspapers
irish,mexican,6,meat whole milk frozen potato products margarine soda detergent
southern_us,italian,1,rolls/buns
british,russian,5,butter yogurt rolls/buns jam soda
thai,italian,5,sausage fish other vegetables brown bread shopping bags
southern_us,italian,1,rolls/buns
southern_us,italian,2,other vegetables rolls/buns
indian,southern_us,2,frankfurter whole milk
mexican,chinese,1,newspapers
italian,southern_us,15,turkey citrus fruit tropical fruit grapes root vegetables onions other vegetables rolls/buns brown bread pastry pickled vegetables jam cat food fruit/vegetable juice napkins
chinese,vietnamese,6,onions butter roll products oil napkins newspapers
italian,southern_us,6,whole milk curd ice cream Instant food products canned fish newspapers
indian,filipino,6,yogurt frozen vegetables sweet spreads bottled water skin care newspapers
moroccan,french,2,whipped/sour cream flower (seeds)
italian,southern_us,2,frozen vegetables brown bread
southern_us,indian,7,citrus fruit whole milk domestic eggs canned fruit dog food misc. beverages detergent
greek,indian,3,onions yogurt oil
southern_us,british,4,sausage butter milk rolls/buns soda
french,southern_us,5,other vegetables butter pastry napkins dishes
filipino,mexican,3,frankfurter brown bread sugar
french,italian,3,domestic eggs rolls/buns white wine
vietnamese,thai,3,rolls/buns canned fish soda
mexican,british,1,bottled beer
mexican,chinese,1,waffles
vietnamese,brazilian,3,condensed milk coffee napkins
mexican,french,1,canned beer
mexican,korean,5,meat onions other vegetables chewing gum dishes
indian,chinese,4,whole milk frozen vegetables fruit/vegetable juice long life bakery product
british,filipino,7,liver loaf beef pip fruit packaged fruit/vegetables whole milk pastry margarine
southern_us,cajun_creole,8,frankfurter root vegetables rolls/buns vinegar sugar mustard cat food napkins
southern_us,french,7,chicken whole milk rolls/buns flour salt vinegar sugar
southern_us,italian,4,frankfurter ham citrus fruit other vegetables
greek,italian,3,pip fruit yogurt sliced cheese
indian,italian,7,root vegetables other vegetables whole milk rolls/buns bottled water dishes newspapers
italian,none,2,pip fruit other vegetables
southern_us,russian,8,pork hamburger meat other vegetables whole milk whipped/sour cream frozen meals baking powder coffee
russian,brazilian,4,other vegetables whipped/sour cream condensed milk salt
chinese,french,3,pastry long life bakery product shopping bags
french,mexican,5,sausage pip fruit whipped/sour cream detergent dental care
mexican,southern_us,3,processed cheese red/blush wine newspapers
mexican,chinese,1,napkins
mexican,russian,7,meat whole milk whipped/sour cream oil pickled vegetables long life bakery product napkins
french,southern_us,1,pastry
indian,italian,10,sausage root vegetables other vegetables whole milk dessert canned fruit soda snack products waffles shopping bags
indian,italian,6,pip fruit root vegetables whole milk ice cream bottled beer detergent
indian,mexican,1,frozen vegetables
italian,french,3,citrus fruit tropical fruit coffee
french,british,6,other vegetables yogurt whipped/sour cream soda bottled beer salty snack
french,southern_us,5,frankfurter frozen dessert white wine chewing gum shopping bags
italian,cajun_creole,1,sausage
jamaican,southern_us,10,beef other vegetables yogurt beverages rolls/buns flour margarine cat food bottled water fruit/vegetable juice
mexican,southern_us,5,hamburger meat other vegetables whipped/sour cream pastry napkins
chinese,italian,7,yogurt margarine sugar bottled water bottled beer red/blush wine long life bakery product
mexican,chinese,1,beverages
indian,southern_us,1,whole milk
southern_us,italian,1,rolls/buns
southern_us,chinese,3,tropical fruit bottled water chewing gum
italian,french,7,citrus fruit herbs butter domestic eggs oil bottled water bottled beer
russian,french,5,whole milk yogurt whipped/sour cream soft cheese candy
southern_us,italian,10,citrus fruit tropical fruit root vegetables yogurt roll products margarine sugar bottled water napkins house keeping products
irish,southern_us,1,soda
southern_us,french,6,frankfurter yogurt beverages brown bread specialty chocolate candy
mexican,italian,4,sausage cream cream cheese canned beer
mexican,chinese,1,napkins
indian,greek,1,yogurt
italian,french,3,herbs oil dog food
thai,filipino,3,sausage fish UHT-milk
italian,southern_us,2,yogurt chocolate
mexican,southern_us,3,pork other vegetables specialty fat
british,southern_us,3,curd mustard canned beer
indian,greek,12,frankfurter sausage berries whole milk yogurt brown bread pastry margarine fruit/vegetable juice waffles decalcifier napkins
southern_us,italian,4,frankfurter frozen meals semi-finished bread shopping bags
mexican,southern_us,6,curd processed cheese rolls/buns pastry pickled vegetables fruit/vegetable juice
filipino,british,5,liver loaf organic sausage pastry fruit/vegetable juice candles
vietnamese,southern_us,3,pork canned fish cat food
southern_us,italian,1,specialty bar
french,italian,1,ice cream
southern_us,italian,1,specialty bar
southern_us,greek,2,yogurt shopping bags
italian,french,2,frozen vegetables coffee
mexican,southern_us,3,rolls/buns canned beer shopping bags
french,southern_us,2,pastry soda
british,indian,13,pork beef citrus fruit root vegetables other vegetables whole milk rolls/buns flour pasta oil waffles seasonal products female sanitary products
italian,chinese,3,curd bottled water photo/film
italian,russian,13,beef citrus fruit root vegetables butter yogurt whipped/sour cream frozen meals pasta oil fruit/vegetable juice waffles dishes cookware
